id	filename	md5	size	state
4fed6052-6531-4484-8477-1621d26d53ad	mirnas.quantification.txt	adee1d0e2d7711818100b159a3695b98	50154	submitted
465f8f9d-0803-4554-8937-6199abac5823	mirnas.quantification.txt	1bedf7a3f404ac41bb41ce486d9b135d	50437	submitted
aaeda50e-8664-468e-8358-28c55508072f	mirnas.quantification.txt	1c42bc8fffc85fa1b93bc38609c60613	50250	submitted
d110474a-7ed3-4fbe-852c-a1d217e0a103	mirnas.quantification.txt	3e90fe54a502d7fb2f4efc66da1faaff	50187	submitted
8cccb328-b683-4e47-bdc2-a17a3a804323	mirnas.quantification.txt	3167c2554796e3bd585cbc215584cd69	50287	submitted
aeade0ae-8189-4a4b-9ecd-34e0c0eb5694	mirnas.quantification.txt	bf5ca9f558a366e4a48655ed96082261	50311	submitted
db10bcfc-d22a-40a9-8211-87daf98bc5b1	mirnas.quantification.txt	f739d6c3e92192e1d1350c70caba460f	50298	submitted
a29e8148-8707-4bd1-b173-7e3b5aad9c7a	mirnas.quantification.txt	15e4712bb107461295f136236f0d0909	50237	submitted
b4b2f0e4-61ae-4c35-a077-4d63d2cccc9d	mirnas.quantification.txt	0593c68a21d1bee50747bf6701a13a31	50156	submitted
44d7afbd-b370-4b74-b65e-8a4f2cebd4b8	mirnas.quantification.txt	ac5732d43d67d8b00155b06eb4ede7fc	50167	submitted
8018ed1e-23bd-4014-98b6-c319bccf27d6	mirnas.quantification.txt	2ad203d45c8b268c6925bc29b6f97a27	50465	submitted
