X8342 X8359 X8354 X8290 X3018 X8337 X723790 X8468 X8370 X50511 X8338 X8334 X5932 X4001 X472 X10735
TCGA-D8-A1XU 10.5586514148319 9.85176876692886 10.4499064385839 10.2244126075432 9.99895831115348 10.0350065796202 11.79567960078 7.90392669619904 11.5768929344669 10.4779170269045 14.0415421554042 20.7033831807066 17.3963915080527 17.5047566352668 14.779843106671 18.7269559311508
TCGA-D8-A1X8 11.369642146024 3 3 11.0345406131684 10.2266322151114 9.272085565432 3 8.12615949686664 10.2970721107605 10.2679525290948 13.9952626024118 21.1648971212172 19.5116617586423 18.2296559721956 15.7728822210729 19.0405950245001
TCGA-A2-A0SY 9.92110651400701 3 10.8062650667128 3 9.36343811069661 3 9.360908992968 8.25146721855668 8.63860925161868 12.2263146657673 16.1975511017957 18.933737323398 17.5128690201214 18.8867989877411 15.4332746843647 18.7138779855937
TCGA-BH-A42V 10.5994207309426 3 3 10.2651260367644 10.0396260273416 3 3 8.51280965516041 11.2039569353784 13.194826390532 14.7681463020646 21.30945293351 17.8342062077888 16.945160595141 15.7643555724031 17.7545544303032
TCGA-A8-A08R 10.6870924562462 11.557117713369 10.5782961753445 12.346047561706 10.1270887333769 9.17319168895659 9.13484880474527 8.59904890996822 11.7056657072928 11.1633660605631 12.4558026194662 19.8083971336437 18.0479022572703 19.274439296075 16.494492157532 18.4733492169758
TCGA-A1-A0SH 3 3 3 10.6636755509209 3 3 3 7.36832437358297 8.72061348181565 11.4750989572959 13.7672885689071 18.3106842059027 17.2861978394729 17.4759555689462 15.875659969485 18.8136370988994
TCGA-AC-A2QI 11.3623120283639 10.0719665049324 3 11.7619681347532 3 3 9.22645204930919 3 10.8015710619996 10.5390946623508 14.7840790169645 21.6104727276164 17.1583650918787 17.0225789125935 15.1442433122699 18.1344091938214
TCGA-AC-A2FM 9.81704432307477 3 9.70870405425652 10.4760723342932 3 3 3 10.2873187888394 10.9695940304581 11.4791361495895 15.7479987989084 17.8699713570843 16.6557402382237 18.2452888326558 14.4899493546542 18.5178226752413
TCGA-AQ-A0Y5 13.72889888447 3 3 3 9.37483958241294 11.7190342602706 3 3 11.7940754656214 11.1815291910666 13.6952358384439 19.6229460358796 17.1312437776254 18.0554548332851 15.8941649259791 19.0306400940683
TCGA-BH-A1EV 10.0668422235368 3 3 9.73341791343449 3 3 3 7.42857723621356 10.9320884817211 9.74049210361707 12.0251297708146 18.7507696487867 15.9308495791875 18.5289913385439 16.4768561369381 18.4537694617928
TCGA-AC-A2FK 3 3 3 9.81806356224552 3 9.62910075226822 9.59060991512356 3 10.173625506945 12.7682134524523 13.1090902587514 20.2328066186431 18.7907682593064 16.2480659108374 16.5211591990512 18.9817783532328
TCGA-A8-A07B 3 3 3 3 3 3 3 3 3 12.6620709332001 14.5576400298894 21.2308812488809 17.7815468717834 19.1159421768286 15.3627663028695 18.1185512612159
TCGA-B6-A40B 3 10.0985863584208 3 10.4716811341437 10.8277589699878 9.2913003093073 10.2434246989066 8.14507072587098 10.965195633592 9.65498407051399 16.2897991208161 20.7369608018135 17.3212678473343 18.3927852055919 14.2635452276451 17.3223767852263
TCGA-AC-A2FB 9.74626911404069 11.6096732293687 3 3 3 9.22516738789163 3 7.12203332173695 10.6102980753229 13.0488818303144 14.5069354163985 19.0193306718738 17.8684792286197 17.687148504902 16.1038973798496 18.7746723665347
