X1008 X9074 X3918 X9076 X5010 X84612 X7122 X9459 X1012 X10207 X977
TCGA-A7-A5ZX 7.84406398094513 8.891041772552 18.5015142054469 16.1138471787218 17.8270827368808 17.7061464011252 17.1326271539867 17.1775889927095 15.0088244156386 18.5130263794613 21.2956359852035
TCGA-3C-AALI 3 10.3510118140226 15.5048431169772 12.4393844366809 13.940820799568 16.1853431569945 15.6802502126675 15.728697906497 15.142957696741 16.9698356631243 20.8467109271085
TCGA-AC-A2B8 8.13312544428649 10.3438372374268 16.0058655570868 17.2646109192979 14.5157763708503 16.5915815744861 16.3999264709974 18.2673316953378 15.0353676252207 18.385158687181 20.628703614316
TCGA-A1-A0SB 3 10.3640177794972 19.1483272715332 17.2347368838333 14.2618823520517 15.5511860436596 14.0656759446971 18.1592095102402 15.4773436071771 17.2905393100742 20.7743664681282
TCGA-E9-A229 3 10.1194741668532 18.3714350834816 17.7939948792095 14.7172099166172 18.5016532698388 14.1107316220845 16.8463662875878 15.7899727127154 18.5433991698304 20.9517342222411
TCGA-D8-A1JC 8.12232505596464 10.7455859978695 18.4127752114792 14.8006213392103 14.9523280821455 19.0976762548347 14.0576755124562 17.5719784654466 15.2673374397895 17.3492170246342 19.8628648169576
TCGA-A2-A0D1 9.12507625091259 10.9908797134868 15.1971926039263 12.1500104298891 14.9612545341477 15.0212299879857 14.4082966454452 15.9735583079469 15.8440326356822 16.1153882724002 20.3876046200186
TCGA-AC-A2QJ 3 10.6839889117581 17.8797027953163 17.1568562904637 13.0337018534128 11.5603493554506 20.5403733775078 16.7203424504483 15.064751580149 13.4920870517872 22.7529657028133
TCGA-A2-A0CK 8.42684273774507 8.90579844406 16.2771841842233 17.294676434241 16.0313061381676 16.8884144675536 17.6205925566001 17.4869918261614 14.6293423550659 18.0924692032339 21.390581708338
TCGA-AQ-A7U7 9.33359216595215 7.8549495354966 16.1861471892675 17.7024812079304 15.9772417624456 17.767046588384 16.945014462668 17.6477079274159 14.7133402460242 16.8221948829384 20.5444394708331
TCGA-D8-A1XU 6.42771213973814 9.69648937915838 18.6880676506536 18.1715513844188 14.321656462646 19.1621594200648 14.5958390119967 16.4718431024525 15.9217110091084 16.8650148163195 20.2191064946172
TCGA-D8-A1X8 7.57803311697777 9.19471056761842 17.1326015346799 16.7524629876168 16.0002849888009 18.5250668420929 15.755253210951 17.8462093088201 15.9403472893764 18.2375195354119 20.1420400816305
TCGA-A2-A0SY 8.26806800022971 8.74589478334552 16.3608296242036 16.5374126303315 15.5020565780667 17.3222259178433 16.9560641892753 18.1825536354103 14.7163298271254 18.1187014461129 20.8600769318518
TCGA-BH-A42V 7.39808326966139 9.73708339085777 18.0935406169931 16.0169716101327 16.8444968907715 16.8457623390085 18.5584176128694 19.2703711602142 15.3327098377345 17.2662945634422 21.2147299645335
TCGA-A8-A08R 6.54528664526231 9.82439443811154 17.9402492534969 15.6439562307911 13.5291680249681 16.753918642527 13.5771837461943 17.8019447342515 15.143827396962 16.8392875654835 20.0611922430812
TCGA-A1-A0SH 3 11.1294828423952 17.5811928351065 18.3159075119833 15.7276168054055 14.8075178364873 14.6874874094718 17.7818794974181 15.8513242193864 16.9984926517265 20.8719375456879
TCGA-AC-A2QI 8.85603143757171 9.18745879462319 15.3663710590599 16.3056001075608 15.010122276863 16.2592903747421 17.4423024741871 16.6994347693912 15.2311288258023 16.8794273680168 21.1474616513522
TCGA-AC-A2FM 7.60092215413639 9.21826816431799 14.0647203648584 14.2261323621518 13.1694002319408 16.6703954045859 15.5740830875185 15.8686391993892 15.6198977006536 16.5035366135978 20.9764807551097
TCGA-AQ-A0Y5 7.71280404965408 11.8209550731118 15.8314267659569 15.0904899170578 15.0050494276828 14.6720833836017 14.0552275330035 18.0293075501282 16.6758628657706 17.1764590374895 20.8860011337455
TCGA-BH-A1EV 7.84321656234234 9.87796448217544 17.4662621429585 17.2838052831336 12.2435745938961 17.1790843341102 15.0260134478716 16.3609492575248 15.3376996825787 18.6391472322142 20.5486983461645
TCGA-AC-A2FK 8.49480278117034 7.99697292973828 18.8754515027586 18.0735622510772 17.7557281133062 15.8263210578568 17.0577623419813 18.5363346809927 15.1215730260436 18.1951260615215 20.6047635603622
TCGA-A8-A07B 3 3 14.1695013261927 16.6378527082904 10.7383737311215 15.3997899302968 13.1326984993404 18.5849706312198 15.8273985353377 17.1802190089491 20.8048462278218
TCGA-B6-A40B 7.5966883575348 11.5202066450543 17.8033184953202 17.466891887789 12.6747499350847 17.6624305240381 16.1788287175377 15.7079807638448 13.9975455638437 16.8504163677803 21.5059932672882
TCGA-AC-A2FB 9.29463810531599 3 17.1839052354822 16.3350233726594 16.4845220922419 17.1410655365274 16.3492506871752 19.1248311140113 15.0518006198431 18.0499180169947 21.3069688691144
TCGA-A2-A0CP 10.5806972985526 11.6503220623225 17.3479703224192 17.2212909221695 16.505317530582 16.2679066333845 17.4387514416178 17.5242017948763 15.2244579818598 17.1038577760159 21.2185474743224
TCGA-BH-A0BG 6.55844780320706 15.9759221697261 19.966609222864 21.3588402165928 14.7213439589591 15.6431323072564 14.1617923659924 17.2605395647044 13.8155115895314 17.1759866498597 21.8157166949331
TCGA-BH-A18K 7.69208371436188 16.4231275206678 16.9030590017644 17.3082462697613 14.2096022178803 17.7482408106568 15.6423356939902 15.7944755236257 15.6840601408254 16.9256500755401 21.2377179745174
TCGA-A2-A0SX 3 15.05509276914 18.8444280227845 20.9751441991413 14.4787858222301 17.0292299416484 15.1142296467344 17.1897407208701 16.3448051927503 17.3945001807646 20.4335613761471
TCGA-A8-A07F 3 8.93341275437571 15.8807505702713 16.2358717841535 13.8439376504381 16.7982670160405 13.9968759203303 18.4824693043398 14.4023530241568 18.2383823219182 20.7372639866303
TCGA-BH-A1F2 3 9.0597056232581 15.4840231333839 17.0907930318925 13.572409727303 16.729228530825 14.88742992488 17.2304598359944 15.871657496054 18.4658819765646 20.1810218920747
TCGA-E2-A1BC 10.6255867457851 9.89665275057643 16.1453859846366 16.2064832237019 14.0449943635525 16.9057502568017 15.9604270604076 17.1869374886609 15.650688132012 18.9561857868012 21.1506962495349
TCGA-LL-A440 8.51110004326456 10.3688087248595 18.0306788447352 16.0835766988079 18.2343443636389 15.3585393003382 18.6359178706111 18.089448408461 15.4523137882462 17.2026642659422 20.5613943135315
TCGA-BH-A0W7 3 11.4985674645207 16.872993731913 17.051673610012 15.8245147800585 16.6584196613724 15.6514040400299 17.2064843674307 14.6943946590806 17.5143476177954 21.136083722445
TCGA-A7-A3RF 3 8.69647429491604 14.5253615610243 12.8805478189343 12.1802732316987 15.0369353527244 16.1257250484881 17.3035769318392 15.9500322465778 16.3333527427887 21.8274985321649
TCGA-AN-A0FK 3 8.86622344722035 14.7754839519755 14.8329935746701 12.8428858575101 19.6951278200037 14.7810199281719 18.0148958254838 15.6319271865776 18.8333479261616 21.2503222514333
TCGA-AC-A2FE 7.50450755045799 10.520967121197 14.7891562515173 15.1767269482657 16.4053458214841 16.7730048627954 16.6487168255347 18.1701534600777 14.7235173808029 17.0477015746451 21.237395611444
TCGA-GM-A2DD 3 12.0736745774777 16.7191029999097 21.8422948340499 16.2200635588209 14.926684091378 17.1832420259588 17.0784377671652 15.2182011819396 17.136055863998 19.803892984132
TCGA-D8-A1XD 10.4103439758786 11.6046655368255 17.772347962299 16.0315091778211 14.4020560093624 20.6527889203702 13.751544829119 17.0987223313972 16.059819460348 17.9996567171945 21.008203892895
TCGA-AN-A0FZ 3 16.0547357091715 16.9539447859137 14.5757873568382 15.411183981876 17.1961841744555 15.2431387469311 16.15610100889 15.5778156072101 18.372758213903 20.5817844653592
TCGA-A2-A04P 10.2262563917611 11.9934478142711 15.8340052063646 18.6125755589485 14.0889157548285 15.3439455912109 16.7222624944331 16.0717692798993 14.9718642947742 16.5981779414716 21.1880404210926
TCGA-AN-A0XT 3 10.3649980282053 13.2633229712193 15.439563877064 14.7678039408614 19.5228673675082 16.5686080201971 18.6578729006643 16.1937115376231 18.4622070054736 19.1851823839465
TCGA-A8-A0A1 8.20752323344439 9.26046926738728 18.3442365196564 16.526630981689 12.5987573905336 18.7053312354163 14.8917333017345 17.6383712509938 14.60248247692 18.979752230883 20.7208746608097
TCGA-A8-A084 3 3 15.4713020008457 15.0937849990918 12.8177026792684 17.0876231014677 12.4764738286134 15.4716586372323 14.7173045482209 18.3665705662681 21.3170627721884
TCGA-A8-A0AB 3 9.5660059511373 18.4384798672469 16.0952148004612 13.9389524087887 16.9837141444808 13.4886493066813 18.852224241268 14.4999132142739 18.1429617263891 20.3195039581404
TCGA-AR-A1AM 9.61470615280777 7.72894959768501 18.0854597497997 16.6253646718235 16.339711397947 16.5178138994319 16.7601580323194 16.8959621223801 14.8205870621776 17.6053316040489 21.1846744827931
TCGA-BH-A0B4 7.67143158788631 3 17.192441480677 16.0802656010251 14.7820357056203 17.8959985438829 16.8827524541682 17.2292850861672 15.5622922330098 17.3516205045632 20.0873823489877
TCGA-A8-A09I 6.91610071285426 8.91491824487751 17.1120145242483 15.0209569348859 12.238369837996 16.9992795667583 12.6135589400429 16.2123443782957 15.2157731308001 17.1571607290513 20.3914195354348
TCGA-A7-A5ZW 8.56372853423354 10.8352091416318 19.2313808320444 16.509121305909 15.9068123777554 17.7084981080988 17.0796232125956 17.5296600316413 15.0294785257124 18.1072312864977 21.0349241438221
TCGA-E9-A1R4 3 12.7432501179377 13.4318203508378 18.5433452147746 13.6632384793417 19.153468975523 14.44811874184 17.6683718220916 14.3504419646218 17.9388438697405 21.0028200834877
TCGA-A8-A085 3 7.20902181342398 16.7260240992204 13.7691314773984 12.8036690283266 19.594778470458 15.7843124030357 20.1035805031822 16.1768729032261 17.8424677566808 19.8115934045893
TCGA-B6-A0RN 9.24675059643725 9.99067269215498 15.7854701404745 16.8703965469095 13.4051380496717 17.6905285931339 15.6759312385876 18.1990811211416 14.7660743689798 17.6433599399075 20.971339129905
