X7200 X2925 X2864 X185 X6869 X846 X2867 X2151 X147 X146 X10125 X3357 X1910 X1902 X2149 X54331 X2791 X6196 X8503 X351 X6915 X10161 X6195 X10287
TCGA-BH-A0HN 11.9227933060261 16.4571192553983 8.91214644635309 10.1160397282171 10.0214127650461 3 14.6371487985832 16.6763793799708 10.6283151790953 7.67389547932598 16.079159298423 12.6857874251864 13.198036532205 17.5079358665569 16.2227928992674 13.7990241951255 15.4799387011651 15.9619090364989 17.4362158358674 20.920244666947 15.1924266042559 18.1758644571376 18.6354628416933 17.7542192725461
TCGA-AR-A1AR 11.4038874847393 10.635728633985 6.88401322707206 14.0885692273955 12.7746509462094 5.78506319974803 14.6954712520922 15.8683878185442 11.3682163559138 10.3274470455382 15.5546638183998 13.5528699784886 17.8678629707424 16.3761149332476 18.6636450787079 16.8779673432568 17.3474698379533 16.0285012398956 18.425875509565 22.2271320137057 13.4763285269683 18.2544660197069 17.1237547268032 17.2275729930144
TCGA-AO-A0JD 8.66966165840425 19.9063574269376 7.48258329303823 12.2885620899617 11.6129182883104 3 11.9167198440196 16.0690467115495 11.0032105108427 9.48296244961416 14.3075682079366 10.6349232765018 14.5663799429958 16.2624766998535 17.2766170032875 14.6421987285722 16.2855147491264 16.1251034212456 17.2274771150798 21.1720192580388 12.6369303132019 17.2164704260532 16.963947926496 16.9582594205736
TCGA-A7-A0CG 3 17.8970216872624 8.46956987626954 14.7115136634619 15.2344657285517 6.36050949616756 15.0012732884986 19.3403293173904 12.8936387099186 9.98368947700618 15.8004702665538 16.3878249599685 16.9061269699942 17.4321196915492 19.3503331020908 16.9648534870621 18.012736920245 17.0377417499935 17.8303744196356 22.043948090123 13.8223480811381 17.7446293645946 17.5178261959374 16.6082066572988
TCGA-A2-A0T4 13.0137572798789 13.441905337028 7.83918805803626 17.1021094734274 15.5397621712572 8.5941571954213 15.593411216534 18.3948222515593 12.448968628099 12.6472217042147 16.0466859690407 13.5024658055577 15.7527996055744 17.7050924397697 18.9331803709463 17.178019459854 18.849290729902 16.7198698631398 17.2301564826369 21.7783944576602 14.3606267384253 17.6794304820936 16.6935626555941 17.570729757931
TCGA-B6-A400 7.31907162012344 7.35346929126261 7.10671384752437 10.3464876227752 13.3610507764604 6.89679732139212 13.0335652188376 14.3282532060558 14.7628669668982 11.3968406912818 15.2080081698233 12.5870440168698 12.5343045460401 15.1702188182374 18.5292824414147 15.8709748499503 16.57065041657 15.628964746117 15.2489289033795 22.0069100183344 15.0282635924061 15.8057800558219 18.107355929814 18.4850611767176
TCGA-E2-A576 13.8406901028105 16.465322279549 10.3512723341816 12.0772705860749 12.7092678419629 3 17.5834571046527 17.6980060131387 11.8720586236048 11.1910841183863 14.6251084389352 14.1390965439359 13.7388791753304 16.1482916033998 17.4402711523201 14.8590768067229 18.1758079222679 15.8268755612288 17.9607068532711 20.452336457782 14.806479992196 16.7450746930802 17.3063277262529 17.4318015690333
TCGA-BH-A0WA 9.10255592250666 10.7094674187398 3 11.4412723069924 12.4494223629955 7.1327408939143 10.9675585247855 14.3897366762896 14.2983409932118 9.34006842604991 14.6041692513015 11.9598846638036 14.4588176571251 16.0280486650354 17.6028661865136 15.7717031838675 16.463766200763 16.0466660334964 17.1304389578441 23.4063285698653 14.6785909855379 15.6867826512948 18.3736454267514 17.2270327669586
TCGA-A1-A0SN 9.44175972358809 13.5496821638074 8.23930040853254 14.5596969403488 11.6768959996278 6.14921894131585 15.924015303785 18.9916423022215 12.3687529318959 9.26959472473393 16.9406532002453 14.0879047137381 14.7274293620182 17.4503111696903 19.5635566470167 16.0657439725075 16.786724032231 16.6122021332547 17.451730637664 21.329448250793 14.3954352721671 16.6660792200092 17.1709334197874 17.3735384146929
TCGA-A2-A0T3 13.7919518425599 18.0246719008873 3 13.4176770587244 13.0234873356631 6.08121869384725 14.8583165826937 18.2764388856733 12.89387796982 10.9452997545456 17.0003497221104 13.9729517719673 14.7682397227531 16.5718875563698 18.9032080326184 14.8976894423553 17.2824247929245 15.8196732400465 15.0439470916533 22.138013186874 13.7339116713418 16.8367789479831 16.7304690187422 17.1356265706202
TCGA-BH-A0AZ 14.0253253779566 12.7949669516377 3 15.6394869437234 13.0872607136613 3 14.6110239074472 19.806352114461 13.6816113172161 10.6830050210774 16.1248839329601 15.1942970186611 16.1623402068993 18.0861955080033 20.2262694758158 16.9259385572483 18.3560232681347 17.5761924068268 16.6672751004678 22.3279809287564 15.177228947784 17.6530980226765 17.8293719107152 17.0930370206674
TCGA-A7-A4SE 8.28141850592103 11.2846619296666 3 13.7158835572552 13.8205108605453 7.84649427590554 10.93746788366 15.9933020999395 15.0307108465464 12.3348145193532 15.0505743762396 12.8694214117005 14.7352324960375 16.4869197890183 18.1894400119495 15.1132973330777 17.0048139131213 17.076578957123 15.8912667071757 22.2124186496037 14.9943468298706 16.2523354043335 16.9344453486361 17.7314385839133
TCGA-AQ-A1H2 10.9135261287186 17.8887926043665 3 15.8097225210688 10.7701361193922 3 14.0580444793573 15.4385465202024 10.7529248686836 9.78700115859677 14.5237319823189 14.5755438806045 13.9087532975601 17.3169176249338 16.3972476171493 13.9814566049502 15.8994987477332 15.4790528444885 18.9573044391273 21.3789750973632 15.904086394897 16.9297423415462 17.0530259872765 17.5500493438231
TCGA-A2-A1G6 13.7390389941451 17.3305767572965 3 15.9443087515664 15.7605328403412 3 11.6222374202809 17.2825893445286 11.4144703190964 12.207887755981 14.9848582122521 13.2341493448335 16.8922249770436 17.8173206335875 18.6193060989833 16.68998385797 18.6599144525062 17.2897953701025 16.7007683344618 22.2557367776719 13.7007201993102 18.7855460412285 17.477478371332 16.5995360627936
TCGA-A7-A13H 12.319020481683 18.564945769955 8.75010867597683 14.4436839357963 13.6875056248964 7.56156986334 12.8883198561967 17.4469336757721 12.3063459800825 11.7277289957726 15.126846418507 14.5106595518626 14.9309067029337 16.5265058424314 18.8831136828264 15.5576856245193 17.2620063611393 17.2725361752992 16.8043010344313 21.858442328029 14.5019126563377 17.4683009269246 18.5128606100511 17.9945911455435
